Mod,Installation,Type,Tested,Notes 1,Notes 2,URL,Target MC,Server Status,Server File,Client Package,Last Tested,Resolved Source,Migration Notes
Dungeons and Taverns,Server,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/dungeon-and-taverns/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,dungeons-and-taverns-5.2.0 [NeoForge].jar,Not required (server-only),2026-06-03,CurseForge stable release file 7816696,"Boot test row123_dungeons_and_taverns reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. File is tagged Server-only, so not copied to client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Dungeons Enhanced,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/dungeonsenhanced/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Dynamic Trees,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/dynamictrees/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,dynamictrees-neoforge-26.1.2-1.8.0-BETA01.jar,Included,2026-06-03,CurseForge beta release file 8132718,"Accepted under relaxed beta policy. Boot test row125_dynamictrees_relaxed reached Done with only baseline optional Advanced Chimneys mixin warnings; included in Mac client package. Requested again in 2026-06-03 next batch; already active and current compatible candidate confirmed, no reinstall needed."
Dynamic Trees Pam's Harvestcraft 2: Trees,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/dynamic-trees-pams-harvestcraft-2/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Ecologics,Server + client,Mod,Failed,,,https://www.curseforge.com/minecraft/mc-mods/ecologics,NeoForge 26.1.2,Rejected: global loot modifier parse error,/var/minecraft_26.1.2/mods.failed,Not included,2026-06-03,CurseForge stable release file 8111342,Boot test row127_ecologics reached Done but logged a real NeoForge global loot modifiers parse error for ecologics:music_disc_buried_treasure. Removed from active mods and quarantined. Retested latest compatible release. Rejected again: log contains ERROR parsing neoforge:loot_modifiers/global_loot_modifiers.json for ecologics:music_disc_buried_treasure. Jar quarantined under /var/minecraft_26.1.2/mods.failed/20260603_next_11_ecologics_retest.
Elytra Physics,Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/elytra-physics/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Client-only: included,client-package/mods/elytra_physics-neoforge-2.6_mc26.1.jar,Included,2026-06-03,CurseForge stable release file 8114891,"Client-only NeoForge mod, not installed on the server. Strict loader check selected the NeoForge jar, not the Fabric file, and copied it to client-package/mods."
Enchantment Descriptions,Client,Client Mod,OK,Utility,Requires Prickle dependency,https://www.curseforge.com/minecraft/mc-mods/enchantment-descriptions,26.1.2,Client-only: included,client-package/mods/EnchantmentDescriptions-neoforge-MC26.1.2-26.1.2.2.jar,Included,2026-06-03,CurseForge stable release file 8188967,Added 2026-06-03. CurseForge file tagged Client; installed in Mac client package only. PrickleMC-neoforge-MC26.1.2-26.1.2.3.jar included as required dependency.
Fantasy's Furniture,Server & Client,Mod,Crash,,,https://www.curseforge.com/minecraft/mc-mods/fantasys-furniture/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Rejected: registry crash,mods.failed/row129_fantasys_furniture_relaxed_sets/*.jar,Not included,2026-06-03,CurseForge stable base 8050253 plus set modules 8050254/8050255/8050256/8050258/8050260/8050261/8050262; ApexCore 8097812,Base-only install still lacks furniture sets. Relaxed retry with all compatible set modules failed startup with Fantasy Furniture Bone registry errors and a secondary Dynamic Trees registry error. Entire retry group quarantined and not included. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03.
Farmer's Delight,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/farmers-delight/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Fire Arrows Ignite Fire,Server,Mod,Log Error,,,https://www.curseforge.com/minecraft/mc-mods/fire-arrows-start-fire/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Rejected: log error,Moved to mods.failed/row131_fire_arrows/firearrows-neoforge-26.1.2-13.4.jar + deimos-26.1.2-neoforge-2.6.1.jar,Not included,2026-06-03,CurseForge stable release file 7902361; dependency Deimos Lib 8124492,Boot test row131_fire_arrows reached Done but logged a recipe parse failure involving invalid resource location '#minecraft:metal_nuggets ' with a trailing space. Removed from active mods and quarantined.
Fisherman's Trap,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/fishermans-trap/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Flower Seeds 2,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/flower-seeds/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Formations Overworld,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/formations-overworld/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Friends&Foes - Flowery Mooblooms,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/friends-and-foes-flowery-mooblooms-forge/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Dependency rejected,,Not included,2026-06-03,CurseForge stable release file 8156196 requires Friends&Foes base mod,Skipped because required dependency Friends&Foes was already rejected earlier for a real NeoForge global loot modifiers parse error.
FTB Ocean Mobs,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/ftb-ocean-mobs/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Golden Apple Tree,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/golden-apple-tree/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,Golden_Apple_Tree-1.2.6-26.1.2-NeoForge.jar,Included,2026-06-03,CurseForge stable release file 7972475,Boot test row137_golden_apple_tree reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Copied to client package.
Grimoire of Gaia,Server & Client,Mod,Log Error,,,https://www.curseforge.com/minecraft/mc-mods/grimoire-of-gaia/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Rejected: missing Patchouli dependency,mods.failed/row138_grimoireofgaia_relaxed/GrimoireOfGaia4-26.1.2-7.0.0-alpha.2.jar,Not included,2026-06-03,CurseForge beta file 8002156; no compatible Patchouli 26.x dependency found on CurseForge or Modrinth,Server reached Done but logged a real data parse error for grimoireofgaia:gaiapedia because patchouli:guide_book/component is unavailable. No config toggle found; quarantined and not included.
Guard Villagers,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/guard-villagers/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,guardvillagers-3.0.2-26.1.0.jar,Included,2026-06-03,CurseForge stable release file 8112011,"Boot test row139_guard_villagers reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. CurseForge marks file stable and 26.1.2-compatible, though the mod update checker reports BETA. Copied to client package. Requested again in 2026-06-03 next batch; already active and current compatible candidate confirmed, no reinstall needed."
Guns ++,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/guns-plusplus/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,guns++-5.9.5.jar,Included,2026-06-03,CurseForge stable release file 7809034,"Stable 26.1 NeoForge file tested successfully on 26.1.2. Boot test row140_guns_pp reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Mod update checker reports BETA, but CurseForge file is stable. Copied to client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Handcrafted,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/handcrafted/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Happy Ghast Backport,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/happy-ghast-backport/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Haunted House,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/haunted-house/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Hopo Better Underwater Ruins,Server,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/hopo-better-underwater-ruins/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,HopoBetterUnderwaterRuins-[26.1]-1.2.7.jar,Not required (server-only),2026-06-03,CurseForge stable release file 7845611,Stable 26.1 Server-only NeoForge file tested successfully on 26.1.2. Boot test row144_hopo_underwater_ruins reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines.
Human Era: Vanilla Military X Fresh Animations,Client,Resource Pack,OK,,,https://www.curseforge.com/minecraft/texture-packs/human-era-vanilla-military/files/all?page=1&pageSize=20,26.1.2,Client-only: included,client-package/resourcepacks/HumanEraVanillaMilitary[4.6].zip,Included,2026-06-03,CurseForge stable release file 7443043,"Client-only resource pack, not installed on the server. Latest stable 26.1.x-compatible zip was copied to client-package/resourcepacks."
Human Era: Villagers & Illagers X Fresh Animations,Client,Resource Pack,OK,,,https://www.curseforge.com/minecraft/texture-packs/human-era-villagers-illagers/files/all?page=1&pageSize=20,26.1.2,Client-only: included,client-package/resourcepacks/HumanEraVillagersIllagers[3.91.2].zip,Included,2026-06-03,CurseForge stable release file 7841198,"Client-only resource pack, not installed on the server. Latest stable 26.1.x-compatible zip was copied to client-package/resourcepacks."
Hunter'sReturn,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/huntersreturn/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,hunters_return-26.1.2-31.1.0.jar,Included,2026-06-03,CurseForge stable release file 8139580; uses existing Bagus Lib dependency,Boot test row147_hunters_return reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Copied to client package.
Ice and Fire: Dragons,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/ice-and-fire-dragons,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Illager Warship,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/illager-warship/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,illagerwarship-1.0.0 Neoforge 26.1.2.jar,Included,2026-06-03,CurseForge stable release file 7931473,"Boot test row149_illager_warship reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Jar metadata lacks server-only display policy and declares BOTH-side dependencies, so copied to client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Immersive Aircraft,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/immersive-aircraft/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Immersive structures,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/immersive-structures/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Improved Pillager Outpost,Server,Datapack,Skip,,,https://www.curseforge.com/minecraft/data-packs/improved-pillager-outpost-datapack/files/all?page=1&pageSize=20,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 datapack file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Improved Village Placement,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/improved-village-placement/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Infinite Trading,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/infinite-trading/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,infinitetrading-26.1.2-5.0.jar + collective-26.1.2-8.22.jar,Included,2026-06-03,CurseForge stable release file 8020696; dependency Collective 8021353,"Boot test row154_infinite_trading reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Metadata declares BOTH-side dependencies and no server-only display policy, so both jars copied to client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Integrated Villages,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/integrated-villages/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Integrated Villages- Configuration,Server,Datapack,Skip,,,https://www.curseforge.com/minecraft/data-packs/integrated-villages-configuration/files/all?page=1&pageSize=20,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 datapack file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Iron Chests,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/iron-chests/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Jagm's Kiwis,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/jagms-kiwis/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,jagmkiwis-neoforge-26.1-1.2.4.jar,Included,2026-06-03,CurseForge stable release file 7858458,"Stable 26.1 NeoForge file is tagged compatible with 26.1.2. Boot test row158_jagms_kiwis reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. No server-only display policy found, so copied to client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Johannes's Renaissance - Musket Rebirth,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/johanness-renaissance-rebirth/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Just Enough Guns,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/just-enough-guns/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
K-Turrets,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/k-turrets/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Kobolds!,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/kobolds/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
L's Illager Trader,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/illager-trader/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
L's Ocean Trader,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/ocean-villager-trader/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
L's Spooky Music Trader,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/spooky-music-trader/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Landmines,Server & Client,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/landmines/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,No compatible release,,Not included,2026-06-03,CurseForge search returned no stable 26.1.2/26.1 NeoForge file,Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Large Ore Deposits,Server,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/large-ore-deposits/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,adlods-26.1.0.0-neoforge-26.1.2-build.0046.jar,Not required (server-only),2026-06-03,CurseForge stable release file 7910085; uses existing ForgeEndertech dependency,"Boot test row167_large_ore_deposits reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. File is tagged Server-only, so not copied to client package. Requested again in 2026-06-03 next batch; already active and current compatible candidate confirmed, no reinstall needed."
Laser Bridges & Doors,Server & Client,Mod,Log Error,,,https://www.curseforge.com/minecraft/mc-mods/laser-bridges-doors/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Rejected: log error,Moved to mods.failed/row168_laser_bridges/laserbridges-26.1.2-neoforge-5.4.jar + deimos-26.1.2-neoforge-2.6.1.jar,Not included,2026-06-03,CurseForge stable release file 7914957; dependency Deimos Lib 8124492,Boot test row168_laser_bridges reached Done but logged the same invalid recipe resource '#minecraft:metal_nuggets ' parse failure seen with Fire Arrows/Deimos. Removed from active mods and quarantined.
LaserIO,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/laserio/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,laserio-1.10.2.jar,Included,2026-06-03,CurseForge stable release file 8030110,Boot test row169_laserio reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. Copied to client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03.
Lio's Hobbit Hill Village,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/hobbit-hill-village/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,hobbit_hill_village-0.0.4.jar,Included,2026-06-03,CurseForge stable release file 7814267,"Boot test row170_hobbit_hill reached Done and stopped cleanly. Known Advanced Chimneys optional WARN lines observed; one external handshake decode exception from /213.152.161.54 was unrelated network noise during test. No server-only metadata found, so copied to client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Lio's Overhauled Villages,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/lios-overhauled-villages/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,lios_overhauled_villages-0.1.1.jar,Included,2026-06-03,CurseForge stable release file 7814363,"Boot test row171_lios_overhauled reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. No server-only metadata found, so copied to client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Lio's Spiral Tower Villages,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/spiral-tower-villages/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,spiral_tower_village-0.0.3.jar,Included,2026-06-03,CurseForge stable release file 7814289,"Boot test row172_spiral_tower reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. No server-only metadata found, so copied to client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
Lios Seafaring Dungeons,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/lios-seafaring-dungeons/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,lios_seafaring_dungeons-0.0.6.jar,Included,2026-06-03,CurseForge stable release file 7814016,"Boot test row173_lios_seafaring reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. No server-only metadata found, so copied to client package."
Little Logistics,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/little-logistics/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 570050,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Living Things,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/living-things/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 397252,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Luki's Grand Capitals,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/lukis-grand-capitals/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1003666,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
LUMINOUS: MONSTERS,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/luminous-monsters/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 1066090,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later.
Macaw's Biomes O' Plenty,Skipped,Mod,Skip,,,https://www.curseforge.com/minecraft/mc-mods/macaws-biomes-o-plenty/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,Skipped: no compatible stable release,,Not included,2026-06-03,CurseForge project 533382,CurseForge API returned no stable NeoForge files for Minecraft 26.1.2 or 26.1. Relaxed pass allowed beta and any 26.x; broad scan found no compatible NeoForge/datapack candidate. Recheck upstream later. Duplicate rows collapsed into this clean view: original sheet rows 179.
Macaw's Bridges,Server & Client,Mod,OK,,Retested 2026-06-03,https://www.curseforge.com/minecraft/mc-mods/macaws-bridges/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,mcw-bridges-3.1.2-mc26.1neoforge.jar,Included,2026-06-03,CurseForge stable release file 7809923,Retested latest compatible release on 2026-06-03. Boot reached Done; final_all_accepted passed with this jar active. Earlier rejection corrected after review: only nonfatal StructureTemplate serialization warning remained after filtering known Advanced Chimneys optional warnings.
Macaw's Doors,Server & Client,Mod,OK,Building,,https://www.curseforge.com/minecraft/mc-mods/macaws-doors,26.1.2,OK,mcw-doors-1.1.5-mc26.1neoforge.jar,Included,2026-06-03,CurseForge stable release file 7809925,Added 2026-06-03. Boot test 20260603_requested_mods_macaws_doors reached Done; final_all_accepted passed with this jar active.
Macaw's Fences and Walls,Server & Client,Mod,OK,,Retested 2026-06-03,https://www.curseforge.com/minecraft/mc-mods/macaws-fences-and-walls/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,mcw-fences-1.2.1-mc26.1neoforge.jar,Included,2026-06-03,CurseForge stable release file 7809939,Retested latest compatible release on 2026-06-03. Boot reached Done; final_all_accepted passed with this jar active. Previous registry/loading failure did not reproduce on the current fresh-world test.
Macaw's Furniture,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/macaws-furniture/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,mcw-furniture-3.4.2-mc26.1neoforge.jar,Included,2026-06-03,CurseForge stable release file 7809936,"Boot test row182_macaws_furniture reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. No server-only metadata found, so copied to client package. Requested again in 2026-06-03 next batch; already active and current compatible candidate confirmed, no reinstall needed."
Macaw's Lights and Lamps,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/macaws-lights-and-lamps/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,mcw-lights-1.1.5-mc26.1neoforge.jar,Included,2026-06-03,CurseForge stable release file 7809968,"Boot test row183_macaws_lights reached Done and stopped cleanly; only known Advanced Chimneys optional WARN lines. No server-only metadata found, so copied to client package. Requested again in 2026-06-03 next batch; already active and current compatible candidate confirmed, no reinstall needed."
Macaw's Roofs,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/macaws-roofs/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,mcw-roofs-2.3.2-mc26.1neoforge.jar,Included,2026-06-03,CurseForge stable release file 7809972,"Boot test row184_macaws_roofs passed previously. Requested again 2026-06-03; already active and in client package, no duplicate row added."
Macaw's Stairs,Server & Client,Mod,OK,,,https://www.curseforge.com/minecraft/mc-mods/macaws-stairs/files/all?page=1&pageSize=20&gameVersionTypeId=6,26.1.2,OK,mcw-stairs-1.0.2-mc26.1neoforge.jar,Included,2026-06-03,CurseForge stable release file 7809966,"Boot test row185_macaws_stairs reached Done and stopped cleanly. Extracted error list only had known Advanced Chimneys optional WARN lines; non-fatal Lithostitched jigsaw WARN lines appeared during worldgen. No server-only metadata found, so copied to client package. Imported from SQLite URL batch 20260603-next-batch-2 on 2026-06-03."
